date	brand	category	product	geography	sales_channel	product_code	clv_value	currency_code
29/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
5/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
12/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
19/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
26/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
3/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
10/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
17/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
24/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
31/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
7/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
14/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
21/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
28/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
5/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
12/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
19/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
26/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
2/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
9/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
16/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
23/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
30/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
6/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
13/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
20/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
27/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
6/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
13/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
20/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
27/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
3/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
10/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
17/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
24/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
1/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
8/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
15/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
22/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
29/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
5/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
12/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
19/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
26/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
3/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
10/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
17/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
24/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
31/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
7/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
14/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
21/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
28/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
4/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
11/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
18/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
25/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
2/10/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
9/10/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
16/10/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
23/10/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
30/10/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
6/11/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
13/11/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
20/11/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
27/11/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
4/12/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
11/12/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
18/12/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
25/12/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
1/1/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
8/1/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
15/1/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
22/1/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
29/1/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
5/2/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
12/2/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
19/2/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
26/2/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
4/3/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
11/3/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
18/3/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
25/3/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
1/4/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
8/4/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	100Mbps Contractless	3271	MYR
15/4/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
22/4/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
29/4/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
6/5/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
13/5/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
20/5/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
27/5/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
3/6/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
10/6/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
17/6/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
24/6/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
1/7/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
8/7/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
15/7/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
22/7/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
29/7/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
5/8/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
12/8/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
19/8/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
26/8/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
2/9/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
9/9/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
16/9/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
23/9/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
30/9/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
7/10/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
14/10/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
21/10/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
28/10/2024	Time	Fibre to the Home	All products	Nationwide	ONLINE	200Mbps Contractless	3271	MYR
3/1/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
10/1/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
17/1/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
24/1/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
31/1/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
7/2/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
14/2/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
21/2/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
28/2/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
7/3/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
14/3/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
21/3/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
28/3/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
4/4/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
11/4/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
18/4/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
25/4/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
2/5/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
9/5/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
16/5/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
23/5/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
30/5/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
6/6/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
13/6/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
20/6/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
27/6/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
4/7/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
11/7/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
18/7/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
25/7/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
1/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
8/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
15/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
22/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
29/8/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
5/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
12/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
19/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
26/9/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
3/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
10/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
17/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
24/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
31/10/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
7/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
14/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
21/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
28/11/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
5/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
12/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
19/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
26/12/2022	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
2/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
9/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
16/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
23/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
30/1/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
6/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
13/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
20/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
27/2/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
6/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
13/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
20/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
27/3/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
3/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
10/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
17/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
24/4/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
1/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
8/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
15/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
22/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
29/5/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
5/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
12/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
19/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
26/6/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
3/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
10/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
17/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
24/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
31/7/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
7/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
14/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
21/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
28/8/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
4/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
11/9/2023	Time	Fibre to the Home	All products	Nationwide	ONLINE	500Mbps Contractless	4681	MYR
